tipo_frete;peso;valor_total_pedido;data;abreviatura_uf;regiao;grupo_gerencial_produto;conta_numero_pedido_vendedor
CIF;2021,4834;55650,35;07/07/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;33609,0088;79605,75;23/04/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;524,7732;12600;28/05/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;239702,634;71001;16/07/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;167861,6252;236419,41;27/04/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;9534,971;51555;05/08/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;1960,8783;35700;19/08/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;262,126;3580;20/08/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;1904,4696;28000;26/08/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;70,768;2625;15/09/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;14208,5514;119490;07/08/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;298,1154;11083,8;25/08/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;293;5565;24/09/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;1772,648;31287,9;26/10/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;2273,405;42000;01/03/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;5473;50786,4;10/09/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;7720,314;86730;19/10/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;18;577,55;22/10/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;30966,562;357682,5;09/11/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;7417,15;138333,33;04/05/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;29311,3;540750,01;22/06/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;8807,793;188475;17/12/2020 00:00;BA;Nordeste;PORTA PALLET;1
CIF;17024,924;247789,5;19/01/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;222,951;5861,88;26/10/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;51831,847;862811,4;15/04/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;602,49;15977,5;27/09/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;63224,861;1207499,95;30/09/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;89,331;2292,15;25/10/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;194,778;49065,45;13/01/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;424,409;71142,86;21/05/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;1184,59;24612;03/08/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;9353,621;78691,74;02/02/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;802,919;20546,75;11/02/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;2863,931;76363,7;12/05/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;72,999;12019,33;15/06/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;4155,79;80360,09;23/06/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;24179,392;379889,41;29/07/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;19569,937;613700,3;10/12/2021 00:00;BA;Nordeste;PORTA PALLET;1
CIF;17630,745;350000;06/07/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;19569,938;613700,3;07/07/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;5765,662;153467;25/03/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;32,356;1438,05;15/09/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;9821,973;152980,65;21/09/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;30507,805;490000;27/09/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;6068,966;92925;26/10/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;288,313;6711,25;06/05/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;1815,28;69293;10/11/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;30769,751;644796,24;12/07/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;8219,858;145000;26/07/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;1491,876;30750,95;05/08/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;6817,879;133708,75;10/08/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;463,686;12880,44;31/10/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;617095,063;9870900;03/02/2023 00:00;BA;Nordeste;PORTA PALLET;1
CIF;49302,277;708703,52;08/02/2023 00:00;BA;Nordeste;PORTA PALLET;1
CIF;12254,235;321007,01;02/03/2023 00:00;BA;Nordeste;PORTA PALLET;1
CIF;5755,891;67112,5;13/03/2023 00:00;BA;Nordeste;PORTA PALLET;1
CIF;846,301;6391,18;14/03/2023 00:00;BA;Nordeste;PORTA PALLET;1
CIF;237,721;7522,8;03/11/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;2117,454;49560;09/11/2022 00:00;BA;Nordeste;PORTA PALLET;1
CIF;2099,7;69293;01/03/2023 00:00;BA;Nordeste;PORTA PALLET;1
CIF;1491,83;27840,33;24/03/2023 00:00;BA;Nordeste;PORTA PALLET;1
CIF;2114,349;35596,74;31/03/2023 00:00;BA;Nordeste;PORTA PALLET;1
CIF;12952,003;109200;04/02/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;422,7893;6090;02/03/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;278,8154;3360;19/03/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;67,9196;845,25;08/01/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;5014,9648;7738,5;29/01/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;143096,2592;300000;06/02/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;622,5473;4573,8;21/02/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;3663,2014;39338,25;16/04/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;12995,904;5210,1;19/05/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;7519,4712;90300;09/06/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;784,5316;8400;10/06/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;2177,6106;23583;08/05/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;37121,0716;315000;15/05/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;11400867,76;120000;19/06/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;3991,2204;39900;23/06/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;23775,2844;149,94;28/07/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;7286,8541;77209,28;04/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;101,9282;1533;30/03/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;752,2048;8379;14/04/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;10304,0552;67000;21/05/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;741,1257;7980;24/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;2357;34650;09/09/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;487;6300;16/09/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;4456;45570;01/10/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;6124,5014;57750;17/06/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;10448,1129;53970;25/06/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;1634,54876;10768,8;07/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;4521,2312;49056;17/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;358,1465;13013,7;26/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;14465,703;110250;08/09/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;5253;63000;13/10/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;754644,356;7435320,54;18/11/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;1734;20760;23/09/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;179;1848;25/09/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;2670;30000;15/10/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;826,321;10710;27/10/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;1126;27720;03/12/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;19,4;2100;05/02/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;22662,1068;199999,8;27/07/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;8757,4832;42525;13/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;2864,1234;28350;18/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;4562,1692;39900;21/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;1308804,222;2710000,35;25/08/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;7976,62;100113,3;08/01/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;2708,067;49140;03/03/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;38966,398;628606,65;25/03/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;76560,814;1107750,01;14/04/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;2794,053;44257,5;23/04/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;23021,462;358942,5;28/04/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;379,576;8457,75;11/03/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;2824,657;68964,7;26/04/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;82499,127;1212094,2;05/05/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;257;2719,5;09/10/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;684,419;12432;11/05/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;405148,233;7301700,45;09/06/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;195,392;4375,96;18/06/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;1928,322;54148,5;19/07/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;65;4410;27/11/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;33560,411;367500,01;04/12/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;935;11550;11/12/2020 00:00;PR;Sul;PORTA PALLET;1
CIF;3887,748;85000;08/07/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;25,122;1890;23/07/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;520,227;12200,58;27/07/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;1517;16632;27/01/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;5170,286;115500;18/08/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;25567,144;764399,8;23/08/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;371,747;8175,5;28/09/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;3123,055;75218,75;19/10/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;278,912;6720;09/11/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;3920,383;112736,93;07/04/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;68,384;1627,5;04/10/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;273,434;7019,87;15/10/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;2793,25;66475,74;26/10/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;3268,294;84000;03/11/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;1016,654;22306,25;14/12/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;90948,336;1366816,91;03/05/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;456152,507;6678169,62;06/05/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;948,145;26285,47;17/12/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;3214,019;140726,27;30/08/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;3916,424;77700;09/09/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;1635,678;46462,5;14/02/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;482,227;185478,3;10/03/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;1171,363;13525,75;17/03/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;2488,94;57820;29/03/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;431,825;18409,48;08/04/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;371,747;8175,5;25/04/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;41330,86;709327,5;28/04/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;3734,868;78470;19/05/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;1738,141;39375;15/09/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;5571,048;158095,24;30/09/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;964,79;22732,5;08/10/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;111440,67;2006525;22/11/2021 00:00;PR;Sul;PORTA PALLET;1
CIF;8172,464;160037,5;22/06/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;75,597;2121,79;28/06/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;7312,771;144550;15/07/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;338,485;9292,5;08/08/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;1927,56;27773,22;09/08/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;257,22;5512,5;22/08/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;13915,017;221471,25;15/09/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;9416,778;150000;29/09/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;20452,233;328324,68;18/10/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;18020,928;295295;28/10/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;756,014;14500;31/10/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;7255,631;124622,75;09/11/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;125,029;3559,32;18/07/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;72659,814;1243542,97;12/08/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;5087,106;113058,75;12/12/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;1732,177;25812,5;18/08/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;167,078;3345,3;09/12/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;41921,449;589868,54;16/12/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;4281,385;94060,75;10/01/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;2014,463;33996,1;12/01/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;256,733;5461,93;18/01/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;16294,853;232317,46;09/02/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;214,36;5410,3;27/09/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;31057,182;509793,28;30/09/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;80,322;2478;21/10/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;3048,07;33752,43;17/02/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;46310,282;688677,5;06/03/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;504,685;13752,9;08/03/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;68,408;1342,25;30/03/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;125,362;982,55;23/11/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;3812,821;80070,38;05/05/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;671,441;12803;13/03/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;596,189;12995,05;28/03/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;6092,37;90576,06;31/03/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;9564,574;197403,68;03/05/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;4281,385;94060,75;15/12/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;16071,331;242637,5;22/12/2022 00:00;PR;Sul;PORTA PALLET;1
CIF;10314,385;149944,81;16/01/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;24267,105;357245;19/01/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;2397,258;42856;31/01/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;96339,555;1185422,55;01/02/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;1642,279;45923,96;21/03/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;3883,168;64737,75;11/04/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;1222,007;34072,5;27/04/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;11055,349;196175;11/05/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;702;12648,13;15/05/2023 00:00;PR;Sul;PORTA PALLET;1
CIF;10509,063;108000;11/02/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;6759,5448;63000;06/03/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;7603,2284;97000,01;16/03/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;9104,751;92000;19/03/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;4940,6166;8725,5;27/01/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1606,4522;16000,01;06/02/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;368436,4;2100;07/01/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;23594,3787;60900,02;10/01/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;459,1928;5473,65;17/01/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;159,7814;2471,1;22/01/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1152,5556;1659;05/02/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;708,4104;7350;10/02/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1994,6364;20317,5;02/03/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;38,41;685,65;11/03/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;592092,2396;648322,5;02/04/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;9599,6896;91165,2;19/02/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;238,4004;3045;12/03/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;28770,3216;33000;30/03/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;298,8214;4725;13/04/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;321,6462;3937,5;15/04/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;483,5934;5107,2;13/05/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1800,8556;20475;29/04/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;3253,6336;30377,06;14/05/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;744,1634;40845;29/05/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;24,142;808,5;18/06/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1013,1222;40999,99;09/07/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;760,2964;7604,1;22/07/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;2879,6157;34282,5;03/08/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;672,2232;7100;20/05/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;186,4658;3360;06/08/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;18937,0946;170100;07/08/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;177785,3196;522900;12/08/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;4996,4516;45854,08;21/08/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;5279;62265;09/09/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;518,1208;8400;09/06/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;5835,2084;67279,8;16/06/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;96433,9368;138999,99;19/06/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;386,68268;5250;23/06/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;6391,3104;63000;10/07/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;11091,4482;95000;13/07/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;12327,6668;113400;13/08/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;7879,1946;79000;25/08/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;46633;351288,12;17/09/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;2604;40215;26/10/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1406;16327,5;04/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;820;13203,75;02/10/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;2542;38850;22/10/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;12729;182700;23/10/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1243,431;11235;06/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;4807,324;74441,5;09/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1138,207;20312,25;12/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1713,184;24306,45;17/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;985,47;19594,05;30/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;3152,97;39453;09/12/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;1595,522;20000;14/12/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;353,53;9709,35;18/12/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;10312,774;135684,36;21/12/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;135893,161;1317300;30/12/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;409,129;5439;28/01/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;330,8978;6720;29/07/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;2144,677;27129,32;15/12/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;3046,466;40000;16/12/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;3;588;23/12/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;3350,612;53109;04/01/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;106;1338,75;14/01/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;19,4;1932;08/02/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;285,577;5853,96;18/02/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;23,985;697,2;25/03/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;174,289;7000,01;05/04/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;5757;113662,5;19/04/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;2087,74;37360,05;28/04/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;356,549;6224,4;19/02/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;1895,127;32859,75;09/03/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;188,1;4215,75;08/04/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;31,758;1381,69;16/04/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;45848,867;722000;01/05/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;979;14000;14/09/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;10;787,5;15/09/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;949;8862;21/09/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;5209,26;76125;15/10/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;14;1155;03/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;2160,132;27825;25/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;4237;48930;26/11/2020 00:00;SC;Sul;PORTA PALLET;1
CIF;180011,592;3150000;11/05/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;7463,889;95445;01/06/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;328,184;11280,74;19/07/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;7463,889;95445;08/01/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;142,621;3067,05;15/01/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;319,843;9721,38;29/07/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;13086,23;315000;09/08/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;686,322;16569;30/08/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;5512,766;111494,25;20/01/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;100662,835;1464687,39;25/01/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;271,52;5496,75;04/02/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;127,865;3780;11/02/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;307,776;6444,9;23/02/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;253;6000,75;26/02/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;148,489;4570,65;08/09/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;2612,487;76256,25;09/09/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;32674,198;681412,5;27/09/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;1371,4;26250;11/03/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;190,244;9207,45;12/03/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;12866,961;209126,93;07/04/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;670,653;14175;20/04/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;0,582;47,25;22/04/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;595,304;14269,5;07/10/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;521,37;11363,09;22/10/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;1816,278;36312,5;26/11/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;338,899;13629,64;12/01/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;200,866;8156,75;31/01/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;15423,713;315000;10/02/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;64,963;2053,64;24/02/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;13,8;2083,52;25/05/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;83,14;2257,5;22/06/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;14507,168;316437,58;10/11/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;1783,068;54593,44;14/12/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;2687,27;62401,5;21/07/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;57,046;1569,33;18/08/2021 00:00;SC;Sul;PORTA PALLET;1
CIF;971,027;20650;20/01/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;276,833;8082,41;16/02/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;6299,769;124397,59;07/03/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;15459,541;337602,5;02/03/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;7972,737;157017,44;16/03/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;9,294;722,75;05/04/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;673,157;16272,2;18/03/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;4732,673;61950;28/03/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;5116,589;62703,73;12/05/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;301,049;6401,5;20/05/2022 00:00;SC;Sul;PORTA PALLET;1
CIF;1218,989;22179;17/09/2021 00:00;SC;Sul;PORTA PALLET;1
