tipo_frete;peso;valor_total_pedido;data;abreviatura_uf;regiao;grupo_gerencial_produto;conta_numero_pedido_vendedor
CIF;5577,956;175000;27/09/2022 00:00;GO;Centro-Oeste;PUSH BACK;1
CIF;992,146;48620,01;28/09/2022 00:00;PA;Norte;FLOW RACK;1
CIF;516,226;13880;29/09/2022 00:00;AL;Nordeste;DINAMICO;1
CIF;1274,437;42241,5;29/04/2022 00:00;AL;Nordeste;PASSARELA;1
CIF;36780,005;1151650,5;18/05/2022 00:00;BA;Nordeste;MEZANINO;1
CIF;5513,934;84000;31/10/2022 00:00;CE;Nordeste;FLOW RACK;1
CIF;237,079;1110,33;30/11/2022 00:00;CE;Nordeste;PUSH BACK;1
CIF;1440;121242,91;08/06/2022 00:00;MO;Exterior;FLOW RACK;1
CIF;8571,407;247800;01/07/2022 00:00;RN;Nordeste;DRIVE THROUG;1
CIF;1913,019;63963,39;06/12/2022 00:00;BA;Nordeste;CANTILEVER;1
CIF;4470;73176,06;08/12/2022 00:00;MO;Exterior;CANTILEVER;1
CIF;3518,159;398790;02/12/2022 00:00;PI;Nordeste;AUTOMACAO;1
CIF;32846,99;835000;16/12/2022 00:00;TO;Norte;DINAMICO;1
CIF;17723,028;270300;28/12/2022 00:00;GO;Centro-Oeste;DINAMICO;1
CIF;285267,75;4379452,4;12/01/2023 00:00;MO;Exterior;AUTOPORTANTE;1
CIF;40,924;1710;23/01/2023 00:00;GO;Centro-Oeste;DINAMICO;1
CIF;3094,394;413184;07/02/2023 00:00;GO;Centro-Oeste;DINAMICO;1
CIF;3570,984;164615;23/01/2023 00:00;PE;Nordeste;FLOW RACK;1
CIF;2583,11;200000;03/02/2023 00:00;PI;Nordeste;AUTOMACAO;1
CIF;622,851;29834;02/03/2023 00:00;BA;Nordeste;FLOW RACK;1
CIF;8449,507;232312,5;31/10/2022 00:00;MS;Centro-Oeste;MEZANINO;1
CIF;1243,52;48620,01;23/03/2023 00:00;PA;Norte;FLOW RACK;1
CIF;3350,573;280573,8;31/03/2023 00:00;BA;Nordeste;FLOW RACK;1
CIF;9419,7;676530;02/12/2022 00:00;PI;Nordeste;FLOW RACK;1
CIF;516,226;13880;12/01/2023 00:00;AL;Nordeste;DINAMICO;1
CIF;694,012;64385,01;23/01/2023 00:00;PE;Nordeste;AUTOMACAO;1
CIF;466,051;48030,01;27/01/2023 00:00;CE;Nordeste;AUTOMACAO;1
CIF;2198,464;108517,85;27/01/2023 00:00;CE;Nordeste;FLOW RACK;1
CIF;6,238;2820;06/03/2023 00:00;MT;Centro-Oeste;FLOW RACK;1
CIF;2678,756;50000;09/03/2023 00:00;CE;Nordeste;PUSH BACK;1
CIF;935,771;133070,04;31/03/2023 00:00;BA;Nordeste;AUTOMACAO;1
CIF;43254,967;80927,78;03/03/2020 00:00;MG;Sudeste;AUTOPORTANTE;1
CIF;1,2;194,25;31/01/2020 00:00;RJ;Sudeste;OUTROS;1
CIF;48841,87902;487483,5;09/01/2020 00:00;RJ;Sudeste;PASSARELA;1
CIF;190313,48;43000;10/01/2020 00:00;MG;Sudeste;DINAMICO;1
CIF;118,758;10500;10/03/2020 00:00;MG;Sudeste;DINAMICO;1
CIF;107,9875;5428,5;09/03/2020 00:00;RJ;Sudeste;CANTILEVER;1
CIF;52274,267;59600;09/07/2020 00:00;MG;Sudeste;DINAMICO;1
CIF;875,952;19369,92;13/05/2020 00:00;RJ;Sudeste;DINAMICO;1
CIF;14398,67746;418950;23/07/2020 00:00;MG;Sudeste;MEZANINO;1
CIF;64967,90784;302400;23/07/2020 00:00;MG;Sudeste;PASSARELA;1
CIF;52238;708372;07/08/2020 00:00;MG;Sudeste;DINAMICO;1
CIF;520;30000;16/09/2020 00:00;MG;Sudeste;DINAMICO;1
CIF;393097,1614;1480000;08/07/2020 00:00;MG;Sudeste;DINAMICO;1
CIF;272777,3;2386999,76;29/07/2020 00:00;MG;Sudeste;CARRO SATELITE;1
CIF;134828,2123;372000;05/08/2020 00:00;RJ;Sudeste;DRIVE THROUG;1
CIF;133674,2561;406283,2;19/08/2020 00:00;MG;Sudeste;DRIVE THROUG;1
CIF;2218;63219,37;15/09/2020 00:00;MG;Sudeste;DINAMICO;1
CIF;9888,955;1029000;09/11/2020 00:00;MG;Sudeste;MEZANINO;1
CIF;6800,748;127513;28/01/2021 00:00;RJ;Sudeste;FLOW RACK;1
CIF;151142,687;1529999,98;11/12/2020 00:00;MG;Sudeste;AUTOPORTANTE;1
CIF;25926,105;261477;09/02/2021 00:00;RJ;Sudeste;FLOW RACK;1
CIF;12469,739;121413;09/02/2021 00:00;RJ;Sudeste;PASSARELA;1
CIF;3175,13;295928;10/02/2021 00:00;RJ;Sudeste;AUTOMACAO;1
CIF;11229,36;265000;16/04/2021 00:00;MG;Sudeste;PUSH BACK;1
CIF;4406;58498,65;17/09/2020 00:00;RJ;Sudeste;PASSARELA;1
CIF;57284,994;796212,99;09/11/2020 00:00;MG;Sudeste;PASSARELA;1
CIF;1136,499;49299,78;18/05/2021 00:00;RJ;Sudeste;DINAMICO;1
CIF;2868,064;101629,5;02/07/2021 00:00;RJ;Sudeste;CANTILEVER;1
CIF;77,054;22819;08/12/2020 00:00;MG;Sudeste;AUTOPORTANTE;1
CIF;1721,745;64050;27/07/2021 00:00;RJ;Sudeste;CANTILEVER;1
CIF;14235;183015;08/02/2021 00:00;MG;Sudeste;PASSARELA;1
CIF;920,818;68250;18/08/2021 00:00;MG;Sudeste;DINAMICO;1
CIF;1478,399;34000;26/10/2021 00:00;MG;Sudeste;PUSH BACK;1
CIF;29375,466;2042774;23/03/2021 00:00;RJ;Sudeste;BASES MOVEIS;1
CIF;37,2;21420;31/01/2022 00:00;MG;Sudeste;DINAMICO;1
CIF;65852,238;1128624,7;31/03/2022 00:00;RJ;Sudeste;PUSH BACK;1
CIF;1267,586;79520,56;19/05/2022 00:00;RJ;Sudeste;DINAMICO;1
CIF;16324,941;348490;30/09/2021 00:00;RJ;Sudeste;FLOW RACK;1
CIF;684,394;52139,77;15/10/2021 00:00;RJ;Sudeste;DINAMICO;1
CIF;5224,836;117000;22/03/2022 00:00;RJ;Sudeste;PUSH BACK;1
CIF;1492,419;55000;31/03/2022 00:00;RJ;Sudeste;DINAMICO;1
CIF;5887,734;300000;30/09/2022 00:00;MG;Sudeste;AUTOPORTANTE;1
CIF;36895,756;788937,94;04/05/2022 00:00;MG;Sudeste;CARRO SATELITE;1
CIF;8;2500;15/09/2022 00:00;RJ;Sudeste;FLOW RACK;1
CIF;545,667;20890,01;28/09/2022 00:00;RJ;Sudeste;FLOW RACK;1
CIF;233,889;4000;19/10/2022 00:00;MG;Sudeste;CARRO SATELITE;1
CIF;13349,445;245577;28/10/2022 00:00;MG;Sudeste;DINAMICO;1
CIF;10228,951;93635;16/12/2022 00:00;MG;Sudeste;PASSARELA;1
CIF;1120,66;15624;16/12/2022 00:00;MG;Sudeste;PORTA BOBINA;1
CIF;3804,209;118000;30/08/2022 00:00;MG;Sudeste;PASSARELA;1
CIF;14540,345;245577;13/01/2023 00:00;MG;Sudeste;DINAMICO;1
CIF;682,784;20890,01;01/03/2023 00:00;RJ;Sudeste;FLOW RACK;1
CIF;21331,133;273472,22;31/03/2023 00:00;RJ;Sudeste;;1
CIF;319,947;8778,6;20/04/2023 00:00;RJ;Sudeste;DINAMICO;1
CIF;501,078;86000;27/03/2023 00:00;RJ;Sudeste;AUTOMACAO;1
CIF;154,954;3465,21;27/04/2023 00:00;RJ;Sudeste;DINAMICO;1
CIF;59729,713;1375000;07/12/2022 00:00;MG;Sudeste;DINAMICO;1
CIF;553,125;21045;11/01/2023 00:00;RJ;Sudeste;DINAMICO;1
CIF;1065,395;50501,26;01/02/2023 00:00;MG;Sudeste;DINAMICO;1
CIF;969,864;17200;06/02/2023 00:00;RJ;Sudeste;PUSH BACK;1
CIF;104,545;3661,31;07/03/2023 00:00;MG;Sudeste;CARRO SATELITE;1
CIF;5062,0892;14093,1;17/02/2020 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;23802,14481;300000;20/03/2020 00:00;SP;Sudeste;AUTOPORTANTE;1
CIF;91,756;1365;03/02/2020 00:00;SP;Sudeste;CANTILEVER;1
CIF;11121,74434;29155;24/01/2020 00:00;SP;Sudeste;FLOW RACK;1
CIF;6,323;1640;03/03/2020 00:00;SP;Sudeste;DINAMICO;1
CIF;15995,7406;301000;20/03/2020 00:00;SP;Sudeste;DINAMICO;1
CIF;293598,5583;3574000;29/05/2020 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;615154,2713;795789,76;17/06/2020 00:00;SP;Sudeste;NÃO INFORMADO;1
CIF;47506,5032;22270,5;05/05/2020 00:00;SP;Sudeste;PUSH BACK;1
CIF;17763595,63;1073335,01;26/08/2020 00:00;SP;Sudeste;PUSH BACK;1
CIF;4243,431;74797,1;31/08/2020 00:00;SP;Sudeste;FLOW RACK;1
CIF;1521736,062;1863750;31/07/2020 00:00;SP;Sudeste;NÃO INFORMADO;1
CIF;12284,8769;19529,32;17/08/2020 00:00;SP;Sudeste;NÃO INFORMADO;1
CIF;393609,992;9537126,91;31/08/2020 00:00;SP;Sudeste;PASSARELA;1
CIF;2479,911;28572,47;31/08/2020 00:00;SP;Sudeste;PUSH BACK;1
CIF;3672,909;66150;03/11/2020 00:00;SP;Sudeste;PORTA BOBINA;1
CIF;7828;4520,67;29/07/2020 00:00;SP;Sudeste;UNIVERSAL;1
CIF;2466;351131;31/08/2020 00:00;SP;Sudeste;AUTOMACAO;1
CIF;76356,404;1718453,1;31/08/2020 00:00;SP;Sudeste;MEZANINO;1
CIF;3,815;2595;26/11/2020 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;3343;44730;30/11/2020 00:00;SP;Sudeste;PASSARELA;1
CIF;55,01;9654;03/03/2021 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;8832,473;106273,65;01/04/2021 00:00;SP;Sudeste;PASSARELA;1
CIF;84205,172;2303397;12/04/2021 00:00;SP;Sudeste;AUTOPORTANTE;1
CIF;6846,545;145043,04;01/04/2021 00:00;SP;Sudeste;DINAMICO;1
CIF;27667,083;510000,22;01/04/2021 00:00;SP;Sudeste;PUSH BACK;1
CIF;294;9732;28/10/2020 00:00;SP;Sudeste;AUTOPORTANTE;1
CIF;95,961;12453;24/05/2021 00:00;SP;Sudeste;MEZANINO;1
CIF;106,13;3840;09/07/2021 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;697,798;38661;01/06/2021 00:00;SP;Sudeste;MEZANINO;1
CIF;2542;2052312;03/08/2021 00:00;SP;Sudeste;AUTOMACAO;1
CIF;923758,888;19641760;22/09/2021 00:00;SP;Sudeste;TRANSELEVADORES;1
CIF;150176,687;2219999,98;18/02/2021 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;20,881;1200;01/09/2021 00:00;SP;Sudeste;AUTOPORTANTE;1
CIF;2614,372;95000;13/10/2021 00:00;SP;Sudeste;DINAMICO;1
CIF;15050,194;358421,1;29/10/2021 00:00;SP;Sudeste;PUSH BACK;1
CIF;1244,111;34742,38;01/04/2021 00:00;SP;Sudeste;CANTILEVER;1
CIF;1,794;1,1;13/10/2021 00:00;SP;Sudeste;UNIVERSAL;1
CIF;9728,725;235338,85;11/01/2022 00:00;SP;Sudeste;MEZANINO;1
CIF;577,156;67770;26/01/2022 00:00;SP;Sudeste;DINAMICO;1
CIF;230,616;7537,25;16/02/2022 00:00;SP;Sudeste;CANTILEVER;1
CIF;103,857;9000;10/05/2021 00:00;SP;Sudeste;DINAMICO;1
CIF;125087,953;3191928,96;08/06/2021 00:00;SP;Sudeste;PASSARELA;1
CIF;3,841;2040;26/11/2021 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;28844,791;684413,97;22/02/2022 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;1545,656;70159,2;04/03/2022 00:00;SP;Sudeste;DINAMICO;1
CIF;113,337;3100;25/03/2022 00:00;SP;Sudeste;DINAMICO;1
CIF;299,067;19583;05/05/2022 00:00;SP;Sudeste;AUTOPORTANTE;1
CIF;77642,419;1997600,02;31/05/2022 00:00;SP;Sudeste;DINAMICO;1
CIF;85370;2219148,92;29/09/2021 00:00;SP;Sudeste;PUSH BACK;1
CIF;266,286;6900;25/10/2021 00:00;SP;Sudeste;FLOW RACK;1
CIF;2370;75916,01;18/07/2022 00:00;SP;Sudeste;PASSARELA;1
CIF;577,156;1;08/02/2022 00:00;SP;Sudeste;DINAMICO;1
CIF;391145;6818975,89;30/06/2022 00:00;SP;Sudeste;PASSARELA;1
CIF;983,998;92213;28/03/2022 00:00;SP;Sudeste;AUTOPORTANTE;1
CIF;4078,96;124563;19/10/2022 00:00;SP;Sudeste;FLOW RACK;1
CIF;13361,424;275771;21/09/2022 00:00;SP;Sudeste;TRANSELEVADORES;1
CIF;679,662;28187,25;30/09/2022 00:00;SP;Sudeste;CANTILEVER;1
CIF;105,295;26250;31/05/2022 00:00;SP;Sudeste;MEZANINO;1
CIF;4399,558;319662;22/12/2022 00:00;SP;Sudeste;CANTILEVER;1
CIF;42457,347;832824;06/02/2023 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;1031,102;29016;31/03/2023 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;3306,263;67000;04/04/2023 00:00;SP;Sudeste;CARRO SATELITE;1
CIF;7448,591;180687,51;22/11/2022 00:00;SP;Sudeste;CANTILEVER;1
CIF;19,337;341,7;28/02/2023 00:00;SP;Sudeste;PUSH BACK;1
CIF;6238;382000,06;26/04/2023 00:00;SP;Sudeste;DINAMICO;1
CIF;57;41300,05;15/05/2023 00:00;SP;Sudeste;CANTILEVER;1
CIF;2695,287;68500;30/11/2022 00:00;SP;Sudeste;DINAMICO;1
CIF;2693,574;66500;14/12/2022 00:00;SP;Sudeste;DINAMICO;1
CIF;183373,808;3389445;29/12/2022 00:00;SP;Sudeste;DINAMICO;1
CIF;7477,593;190496,25;30/12/2022 00:00;SP;Sudeste;CANTILEVER;1
CIF;3811,528;162400;12/01/2023 00:00;SP;Sudeste;FLOW RACK;1
CIF;11799,347;128030;17/01/2023 00:00;SP;Sudeste;PASSARELA;1
CIF;2762000;58770109,34;19/01/2023 00:00;SP;Sudeste;TRANSELEVADORES;1
CIF;6229,635;1723471;02/02/2023 00:00;SP;Sudeste;AUTOMACAO;1
CIF;263,447;11765;06/04/2023 00:00;SP;Sudeste;FLOW RACK;1
CIF;320474,8125;14490;10/01/2020 00:00;PR;Sul;DINAMICO;1
CIF;48417,1062;1787270;06/02/2020 00:00;PR;Sul;FLOW RACK;1
CIF;25661,5064;344477,67;06/02/2020 00:00;PR;Sul;MEZANINO;1
CIF;30425,87328;300000;06/02/2020 00:00;PR;Sul;PASSARELA;1
CIF;146374,9119;313912,15;30/04/2020 00:00;SC;Sul;NÃO INFORMADO;1
CIF;535,5271;5900;30/04/2020 00:00;SC;Sul;PORTA BOBINA;1
CIF;193754,2842;212817,87;30/04/2020 00:00;SC;Sul;PUSH BACK;1
CIF;3298,618;27500;30/04/2020 00:00;SC;Sul;CANTILEVER;1
CIF;211025,7024;293520;30/04/2020 00:00;SC;Sul;DINAMICO;1
CIF;27264,7;7800;13/08/2020 00:00;PR;Sul;DINAMICO;1
CIF;74306,462;1002234,98;08/09/2020 00:00;PR;Sul;FLOW RACK;1
CIF;8805,222;97779,02;08/09/2020 00:00;PR;Sul;MEZANINO;1
CIF;13654,255;391000;24/09/2020 00:00;SC;Sul;PUSH BACK;1
CIF;100444,5855;1175417;23/06/2020 00:00;PR;Sul;AUTOPORTANTE;1
CIF;6592,91135;70596;23/06/2020 00:00;PR;Sul;MEZANINO;1
CIF;1663,63498;22831,2;07/08/2020 00:00;PR;Sul;PORTA BOBINA;1
CIF;8973;57571,51;16/09/2020 00:00;SC;Sul;PASSARELA;1
CIF;2323;56000;14/10/2020 00:00;PR;Sul;AUTOPORTANTE;1
CIF;70,2679;58275;03/11/2020 00:00;PR;Sul;MEZANINO;1
CIF;40497,758;743000;17/11/2020 00:00;SC;Sul;DINAMICO;1
CIF;2138,692;42235;15/01/2021 00:00;PR;Sul;FLOW RACK;1
CIF;6833,32;254558,6;18/01/2021 00:00;PR;Sul;MEZANINO;1
CIF;917,31354;49930;20/07/2020 00:00;SC;Sul;AUTOMACAO;1
CIF;34074,6283;13237,56;28/07/2020 00:00;PR;Sul;NÃO INFORMADO;1
CIF;27945,7865;300000;26/08/2020 00:00;SC;Sul;PUSH BACK;1
CIF;24855,836;281211;31/08/2020 00:00;PR;Sul;MEZANINO;1
CIF;1104,363;21585;09/12/2020 00:00;SC;Sul;PORTA BOBINA;1
CIF;618,336;11115,5;16/12/2020 00:00;PR;Sul;DINAMICO;1
CIF;18943,539;343373;16/12/2020 00:00;SC;Sul;DINAMICO;1
CIF;10473,848;160299;16/12/2020 00:00;SC;Sul;PUSH BACK;1
CIF;2186,517;77819,98;18/12/2020 00:00;PR;Sul;DINAMICO;1
CIF;71,857;3990;08/01/2021 00:00;PR;Sul;DINAMICO;1
CIF;11351;261523,5;02/02/2021 00:00;PR;Sul;MEZANINO;1
CIF;92439,253;2092650,13;01/04/2021 00:00;PR;Sul;MEZANINO;1
CIF;94732,686;1452000,24;01/04/2021 00:00;PR;Sul;FLOW RACK;1
CIF;37476,471;904000;04/05/2021 00:00;PR;Sul;DINAMICO;1
CIF;10996,978;452440,8;05/05/2021 00:00;PR;Sul;FLOW RACK;1
CIF;267694,782;4100000;29/09/2020 00:00;SC;Sul;PUSH BACK;1
CIF;4325,087;1749673;05/05/2021 00:00;PR;Sul;AUTOMACAO;1
CIF;1710,942;39333,33;30/09/2021 00:00;PR;Sul;PASSARELA;1
CIF;74745,003;1619600;22/03/2021 00:00;PR;Sul;DINAMICO;1
CIF;22,196;4876;01/04/2021 00:00;PR;Sul;AUTOPORTANTE;1
CIF;41045,043;383250,12;01/04/2021 00:00;PR;Sul;PASSARELA;1
CIF;9391,843;170362,51;18/11/2021 00:00;PR;Sul;PASSARELA;1
CIF;2692,044;104282,5;19/11/2021 00:00;SC;Sul;CANTILEVER;1
CIF;32206,35;656000;04/05/2021 00:00;PR;Sul;PUSH BACK;1
CIF;8338,949;285000;26/11/2021 00:00;SC;Sul;DINAMICO;1
CIF;3562,038;1147905;24/01/2022 00:00;PR;Sul;AUTOMACAO;1
CIF;1184,328;30000;25/02/2022 00:00;PR;Sul;PUSH BACK;1
CIF;168,672;8880;21/09/2021 00:00;SC;Sul;PUSH BACK;1
CIF;547,611;24610,17;08/12/2021 00:00;PR;Sul;FLOW RACK;1
CIF;7808,455;175040,96;24/01/2022 00:00;PR;Sul;FLOW RACK;1
CIF;75100,47;1402843,48;14/07/2022 00:00;SC;Sul;PUSH BACK;1
CIF;4180,825;95578,53;18/07/2022 00:00;SC;Sul;PASSARELA;1
CIF;480,016;17467,14;27/04/2022 00:00;PR;Sul;DINAMICO;1
CIF;370,187;11514,95;19/10/2022 00:00;SC;Sul;PUSH BACK;1
CIF;406,97;22155,39;26/10/2022 00:00;SC;Sul;FLOW RACK;1
CIF;5632,164;124000;29/11/2022 00:00;PR;Sul;PUSH BACK;1
CIF;164,349;5985,93;10/06/2022 00:00;PR;Sul;DINAMICO;1
CIF;71,587;4150;29/12/2022 00:00;PR;Sul;DINAMICO;1
CIF;12088,954;499000;22/08/2022 00:00;SC;Sul;DINAMICO;1
CIF;76872,246;1815000;23/12/2022 00:00;PR;Sul;DINAMICO;1
CIF;54,064;1962,6;13/01/2023 00:00;PR;Sul;DINAMICO;1
CIF;89,497;13575;02/02/2023 00:00;SC;Sul;DINAMICO;1
CIF;9,845;272,28;13/03/2023 00:00;SC;Sul;PUSH BACK;1
CIF;104515,418;2400000;20/03/2023 00:00;SC;Sul;DINAMICO;1
CIF;676,677;3125;21/03/2023 00:00;PR;Sul;DINAMICO;1
CIF;484,864;12600;24/03/2023 00:00;PR;Sul;DINAMICO;1
CIF;297,863;93630;24/11/2022 00:00;PR;Sul;PASSARELA;1
CIF;8136,303;150900;17/02/2023 00:00;SC;Sul;PASSARELA;1
CIF;635;9000;16/05/2023 00:00;PR;Sul;PUSH BACK;1
CIF;471,455;17172,75;06/12/2022 00:00;PR;Sul;DINAMICO;1
CIF;4828,795;150000;22/02/2023 00:00;SC;Sul;BASES MOVEIS;1
CIF;5221,36;113488,25;09/03/2023 00:00;PR;Sul;DINAMICO;1
CIF;789590,9285;1464842,1;07/01/2020 00:00;RS;Sul;TRANSELEVADORES;1
CIF;80,8741;6225;10/01/2020 00:00;RS;Sul;DINAMICO;1
CIF;58,05;1650;12/02/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;56483,48888;69657;26/02/2020 00:00;RS;Sul;FLOW RACK;1
CIF;2695;13752,59;20/01/2020 00:00;RS;Sul;TUBOS;1
CIF;13317;3915,19;21/01/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;5475,68784;93685,99;12/02/2020 00:00;RS;Sul;PASSARELA;1
CIF;2722;105505,87;05/03/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;7468;2195,59;01/04/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;4052;62866,56;26/02/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;811,548;21500;09/03/2020 00:00;RS;Sul;AUTOPORTANTE;1
CIF;2688;790,27;18/03/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;3616;9741,16;06/04/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;82,574;1630;13/04/2020 00:00;RS;Sul;DINAMICO;1
CIF;2818;383929,31;14/04/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;1010;296,94;22/04/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;4311;1267,43;05/05/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;4065;1195,11;11/05/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;3453;1015,18;21/05/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;2,38;720;22/05/2020 00:00;RS;Sul;FLOW RACK;1
CIF;6197,30546;51192,75;27/05/2020 00:00;RS;Sul;PASSARELA;1
CIF;50904;14965,78;06/07/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;6266;1842,2;10/06/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;1154,881;2151,8;16/06/2020 00:00;RS;Sul;DINAMICO;1
CIF;370;58452,24;24/06/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;767;225,5;29/07/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;6392;1879,25;30/03/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;9098;2674,81;27/04/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;32222,72;12870;15/05/2020 00:00;RS;Sul;FLOW RACK;1
CIF;5436,6384;18615,96;13/08/2020 00:00;RS;Sul;DINAMICO;1
CIF;14655;4308,57;29/08/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;463;13000;08/09/2020 00:00;RS;Sul;PUSH BACK;1
CIF;5954;1750,48;22/05/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;11132;3272,81;28/08/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;1830;36883,35;14/09/2020 00:00;RS;Sul;CANTILEVER;1
CIF;19720,159;330000;25/11/2020 00:00;RS;Sul;PUSH BACK;1
CIF;269,25;6100;06/01/2021 00:00;RS;Sul;DINAMICO;1
CIF;1594;468,64;20/07/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;3118;916,69;27/07/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;4088;1201,87;10/08/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;1411;414,83;17/08/2020 00:00;RS;Sul;UNIVERSAL;1
CIF;8279,56644;109230;19/08/2020 00:00;RS;Sul;PASSARELA;1
CIF;3797,1072;516530;20/08/2020 00:00;RS;Sul;AUTOMACAO;1
CIF;8590,6172;130500;30/12/2020 00:00;RS;Sul;MEZANINO;1
CIF;172,65;8500;16/02/2021 00:00;RS;Sul;FLOW RACK;1
CIF;15407,253;550000;04/03/2021 00:00;RS;Sul;DINAMICO;1
CIF;739,227;18778,75;16/03/2021 00:00;RS;Sul;PASSARELA;1
CIF;7913,28;136059,01;01/04/2021 00:00;RS;Sul;PASSARELA;1
CIF;2102,857;27300;14/09/2020 00:00;RS;Sul;PORTA BOBINA;1
CIF;6567,302;79800;30/11/2020 00:00;RS;Sul;PASSARELA;1
CIF;5674,709;235000;07/12/2020 00:00;RS;Sul;DINAMICO;1
CIF;155,986;14850;16/06/2021 00:00;RS;Sul;DINAMICO;1
CIF;138;6790;18/03/2021 00:00;RS;Sul;FLOW RACK;1
CIF;11995,887;307940;30/04/2021 00:00;RS;Sul;DINAMICO;1
CIF;12498,786;400000;12/07/2021 00:00;RS;Sul;PUSH BACK;1
CIF;7,44;3500,04;28/02/2022 00:00;RS;Sul;DINAMICO;1
CIF;29891,573;362025,47;25/04/2022 00:00;RS;Sul;PASSARELA;1
CIF;2863,18;91319,47;29/03/2022 00:00;RS;Sul;PORTA BOBINA;1
CIF;5063,357;715435;25/04/2022 00:00;RS;Sul;AUTOMACAO;1
CIF;4701,417;461914,69;25/04/2022 00:00;RS;Sul;MEZANINO;1
CIF;101809,665;4683000;17/11/2021 00:00;RS;Sul;FLOW RACK;1
CIF;20346,718;711933,34;17/11/2021 00:00;RS;Sul;MEZANINO;1
CIF;10953,608;201583,34;17/11/2021 00:00;RS;Sul;PASSARELA;1
CIF;131,113;12150;18/11/2021 00:00;RS;Sul;DINAMICO;1
CIF;48255,648;1378310;16/08/2022 00:00;RS;Sul;DINAMICO;1
CIF;63772,031;1744000;16/02/2022 00:00;RS;Sul;PUSH BACK;1
CIF;306;2968;08/06/2022 00:00;RS;Sul;UNIVERSAL;1
CIF;809,361;114615;10/08/2022 00:00;RS;Sul;DINAMICO;1
CIF;12880,09;321690;16/08/2022 00:00;RS;Sul;PUSH BACK;1
CIF;52,812;5000;29/03/2022 00:00;RS;Sul;DINAMICO;1
CIF;1;53000;13/10/2022 00:00;RS;Sul;OUTROS;1
CIF;20887,039;281553,47;24/10/2022 00:00;RS;Sul;DRIVE THROUG;1
CIF;316,964;12390;13/05/2022 00:00;RS;Sul;CANTILEVER;1
CIF;85,423;4000;26/09/2022 00:00;RS;Sul;DINAMICO;1
CIF;392,652;25001,6;07/10/2022 00:00;RS;Sul;FLOW RACK;1
CIF;1802,34;59346,04;24/10/2022 00:00;RS;Sul;CANTILEVER;1
CIF;8344,53;119470,57;28/06/2022 00:00;RS;Sul;PASSARELA;1
CIF;295,743;11164,7;30/06/2022 00:00;RS;Sul;FLOW RACK;1
CIF;11035,777;289000;16/11/2022 00:00;RS;Sul;DINAMICO;1
CIF;31,749;7942,48;22/11/2022 00:00;RS;Sul;FLOW RACK;1
CIF;10789,353;229470;23/12/2022 00:00;RS;Sul;PUSH BACK;1
CIF;1429,08;114615;10/10/2022 00:00;RS;Sul;DINAMICO;1
CIF;304,734;12960;11/04/2023 00:00;RS;Sul;FLOW RACK;1
CIF;12214,562;389999;28/10/2022 00:00;RS;Sul;FLOW RACK;1
CIF;264,461;11689;28/02/2023 00:00;RS;Sul;FLOW RACK;1
CIF;11000;5760564;26/04/2023 00:00;RS;Sul;AUTOMACAO;1
CIF;8913;210284,11;26/04/2023 00:00;RS;Sul;PASSARELA;1
CIF;1296;37000;15/05/2023 00:00;RS;Sul;DRIVE THROUG;1
CIF;7346,314;183481;30/11/2022 00:00;RS;Sul;PUSH BACK;1
CIF;4679,031;116863;01/12/2022 00:00;RS;Sul;PUSH BACK;1
CIF;159,104;8235;12/01/2023 00:00;RS;Sul;DINAMICO;1
CIF;345,592;8900;19/01/2023 00:00;RS;Sul;DINAMICO;1
